Order,Family,Species_name,Weight,No_of_datasets,Ln,Pn,Pin,Ls,Ps,pnps,diversity,Pis,log_Pis,L4,P4,Pi4,Range,log_Range,migrant,longevity,log_Longevity,Body_mass,log_Bodymass,BMR,log_BMR,Range_type,No_of_ranges,Area,log_Area,Average_latitude,Latitude,log_Latitude,Latitude_migrants,Average_longitude
Passeriformes,Acanthizidae,Acanthiza nana,3053.5488,1,729.33,3,0.00094923,254.67,17,0.1667,-0.77815125,0.017519,-1.756490687,199,11,0.015462,2790000,6.45,nonmigrant,,,6.5,0.812913357,,,1,1,189.6568016,2.277968422,-29.9937914,29.9937914,1.477031367,,146.2274973
Passeriformes,Acrocephalidae,Acrocephalus arundinaceus,778.5,1,384.33,3,0.0052038,134.67,4,0.6,-0.22184875,0.019802,-1.703290944,102,4,0.026144,24500000,7.39,migrant,10.1,1.004321374,28.8,1.459392488,0.257,-0.590066877,2,1,1164.092817,3.065987609,50.49666912,50.49666912,1.703262732,3.1,50.46432216
Passeriformes,Acrocephalidae,Acrocephalus familiaris,2902.3764,1,459,0,0,147,0,,,0,,111,0,0,2,0.3,nonmigrant,5,0.698970004,18.3,1.26245109,,,1,2,0.000508483,-3.293723562,25.1189,25.1189,1.400000617,,-169.0528913
Passeriformes,Acrocephalidae,Acrocephalus melanopogon,2686.8807,1,459.67,3,0.00039992,161.33,3,0.75,-0.124938737,0.001414,-2.849550591,128,1,0.00070944,13600000,7.13,migrant,11.2,1.049218023,10.75,1.031408464,,,,,,,,,,,
Passeriformes,Acrocephalidae,Acrocephalus palustris,6201.7074,2,1062,6,0.000511416,366,70,0.0845,-1.073107098,0.012960073,-1.887392552,283,49,0.012219561,9490000,6.98,migrant,9.8,0.991226076,11.9,1.075546961,0.203,-0.692503962,2,1,789.1985,2.897186251,51.854863,51.854863,1.714789491,,33.20526194
Passeriformes,Acrocephalidae,Acrocephalus scirpaceus,2109.7032,1,349.33,1,0.0001145,121.67,21,0.0455,-1.342422681,0.020645,-1.685185113,96,14,0.018308,65300000,7.81,migrant,14,1.146128036,12.3,1.089905111,,,,,,,,,,,
Charadriiformes,Scolopacidae,Actitis hypoleucos,5001.7068,1,785,13,0.00057813,253,14,0.8667,-0.062147907,0.0042357,-2.373074807,181,4,0.0025142,47200000,7.67,migrant,11,1.041392685,63,1.799340549,,,2,1,3729.013,3.571593897,55.9037549,55.9037549,1.747440979,,82.67436897
Caprimulgiformes,Trochilidae,Adelomyia melanogenys,13947.372,3,2380.67,47,0.003369805,799.33,415,0.113,-0.946995473,0.133396342,-0.874856079,543,232,0.110555263,4450000,6.65,nonmigrant,,,4.65,0.667452953,,,1,1,51.27011319,1.709864276,-4.7584248,4.7584248,0.67746321,,-73.2920018
Passeriformes,Aegithalidae,Aegithalos bonvaloti,7258.032,2,1424,1,0.000259302,478,10,0.0909,-1.041392685,0.003488782,-2.457326167,362,5,0.001990871,728000,5.86,nonmigrant,,,6.75,0.829303773,,,1,1,13.6076165,1.133782061,28.39743273,28.39743273,1.453279079,,100.368875
Passeriformes,Aegithalidae,Aegithalos caudatus,10269.7875,2,1521.67,13,0.001068892,503.33,60,0.2131,-0.671386483,0.02790448,-1.554326066,376,31,0.018330418,44600000,7.65,migrant,11.1,1.045322979,8.3,0.919078092,0.199,-0.701146924,1,1,2433.224036,3.386182098,53.6537935,53.6537935,1.729600433,,76.44866605
Passeriformes,Aegithalidae,Aegithalos concinnus,24575.4309,4,3125.01,36,0.001129383,1047.99,334,0.1075,-0.968742306,0.061175402,-1.213423168,771,195,0.048692882,4080000,6.61,migrant,,,6.35,0.802773725,,,1,1,255.4743715,2.407347339,27.2834942,27.2834942,1.43589999,,107.6689022
Passeriformes,Aegithalidae,Aegithalos fuliginosus,7598.49,2,1424.67,1,4.53E-05,477.33,9,0.1,-1,0.001917884,-2.717177664,362,6,0.001833178,531000,5.73,migrant,,,6,0.77815125,,,1,1,20.66383314,1.315210886,31.8646741,31.8646741,1.503309481,,105.4001694
Caprimulgiformes,Apodidae,Aerodramus fuciphagus,7837.6926,6,2081.997,6,0.000717502,687.003,14,0.4,-0.397940009,0.007752457,-2.110560634,523,7,0.005056311,8910000,6.95,migrant,,,11.75,1.070037867,,,1,1,134.3634493,2.128281144,0.86479876,0.86479876,-0.063084942,,114.206398
Passeriformes,Leiotrichidae,Alcippe morrisonia,2870.6832,1,437.33,2,0.00019139,156.67,87,0.0227,-1.643452676,0.15218,-0.81764242,122,55,0.10684,4630000,6.67,nonmigrant,,,15.5,1.190331698,,,1,1,280.1760415,2.447430995,25.89328687,25.89328687,1.413187183,,107.3708422
Galliformes,Phasianidae,Alectoris magna,2250.4212,1,623.67,2,0.001158,204.33,6,0.2857,-0.544068044,0.0081566,-2.088490835,157,5,0.0092003,676000,5.83,nonmigrant,,,553,2.742725131,,,1,2,63.03063725,1.799551698,36.7348263,36.7348263,1.565077991,,100.2804842
Passeriformes,Tyrannidae,Alectrurus risora,1897.992,1,486.67,2,0.0007472,161.33,10,0.1818,-0.740362689,0.012171,-1.914673738,124,7,0.011437,132000,5.12,nonmigrant,,,,,,,1,3,88.99684596,1.949374616,-31.618815,31.618815,1.49994559,,-59.58166637
Caprimulgiformes,Trochilidae,Amazilia cyanocephala,2348.5824,1,404.67,13,0.0033996,117.33,2,4.3333,0.636822098,0.00066845,-3.174931072,87,2,0.00090151,788000,5.9,nonmigrant,,,5.5,0.740362689,,,1,2,25.73935571,1.410597672,16.4449658,16.4449658,1.216032975,,-91.27885314
Caprimulgiformes,Trochilidae,Amazilia tzacatl,2944.989,1,781.67,6,0.0021891,259.33,21,0.2727,-0.56427143,0.032134,-1.493035211,192,6,0.0097222,3770000,6.58,nonmigrant,,,5.075,0.705436047,,,1,3,85.3392466,1.931148804,1.68795656,1.68795656,0.227361266,,-81.67628339
Psittaciformes,Psittacidae,Amazona aestiva,2483.46,1,384,1,6.68E-05,120,15,0.0625,-1.204119983,0.015837,-1.800327083,89,9,0.019625,5800000,6.76,nonmigrant,49,1.69019608,400,2.602059991,,,1,1,363.1208423,2.560051177,-18.8546376,18.8546376,1.275418189,,-54.39709311
Psittaciformes,Psittacidae,Amazona farinosa,1588.5,1,801.67,3,0.0024948,257.33,14,0.2,-0.698970004,0.036269,-1.440464419,189,7,0.024691,11900000,7.08,nonmigrant,,,650.5,2.813247301,,,1,1,556.8954385,2.745773661,-3.84388641,3.84388641,0.584770545,,-63.3278012
Passeriformes,Passerellidae,Ammodramus maritimus,3230.4312,1,780.67,3,0.00059121,260.33,7,0.375,-0.425968732,0.0041367,-2.383345974,199,5,0.0038655,2250000,6.35,nonmigrant,9,0.954242509,23.8,1.376576957,,,,,,,,,,,
Passeriformes,Passerellidae,Amphispiza belli,4890.3255,1,862.67,1,0.00016116,280.33,23,0.0417,-1.380211242,0.023248,-1.633614403,211,10,0.011374,453000,5.66,nonmigrant,9.1,0.959041392,14.75,1.16879202,,,,,,,,,,,
Passeriformes,Maluridae,Amytornis modestus,4048.8156,1,541,9,0.0041614,197,35,0.25,-0.602059991,0.026583,-1.575396009,153,26,0.028649,581000,5.76,nonmigrant,,,18.5,1.267171728,,,1,1,28.43866165,1.453909154,-29.37968239,29.37968239,1.468047097,,138.0375617
Anseriformes,Anatidae,Anas luzonica,2676.4941,1,451,0,0,158,2,,,0.0033572,-2.474022786,126,1,0.0038647,887000,5.95,nonmigrant,,,851,2.92992956,,,1,2,23.269813,1.366792893,8.69574616,8.69574616,0.939306854,,124.2707749
Anseriformes,Anatidae,Anas platyrhynchos,3407.0316,2,935,1,0.00031555,316,3,0.25,-0.602059991,0.002539684,-2.595220317,243,3,0.003275932,127000000,8.1,migrant,29.1,1.463892989,1181.25,3.072341822,3.4,0.531478917,1,1,1543.209079,3.18842477,41.51348468,41.51348468,1.61818919,,-101.2401287
Anseriformes,Anatidae,Anas strepera,4237.917,1,697.67,2,0.00010617,232.33,10,0.1818,-0.740362689,0.0024965,-2.60266843,178,9,0.0030504,73100000,7.86,migrant,28,1.447158031,762.5,2.882239848,6.202,0.792531762,,,,,,,,,
Passeriformes,Pycnonotidae,Andropadus tephrolaemus,2109.5568,1,472.67,2,0.0004978,151.33,39,0.05,-1.301029996,0.085903,-1.065991669,109,20,0.061522,91700,4.96,nonmigrant,,,34.5,1.537819095,,,,,,,,,,,
Passeriformes,Motacillidae,Anthus correndera,2666.4345,1,487.33,2,0.00075395,169.67,8,0.2222,-0.653212514,0.010314,-1.986572873,131,3,0.0046842,9490000,6.98,nonmigrant,,,20.75,1.317018101,,,1,1,359.881054,2.556158984,-34.1495716,34.1495716,1.53338526,,-66.36609345
Passeriformes,Motacillidae,Anthus trivialis,2978.793,1,758,1,0.00023987,259,14,0.0667,-1.176091259,0.011934,-1.923213966,198,8,0.0088154,35100000,7.55,migrant,8.8,0.944482672,27,1.431363764,0.399,-0.399027104,,,,,,,,,
Struthioniformes,Apterygidae,Apteryx australis,2703.0204,1,463.33,0,0,148.67,1,,,0.0015307,-2.815109918,110,1,0.0020688,39300,4.59,nonmigrant,35,1.544068044,2602.5,3.415390738,4.029,0.605197267,1,1,1.137209825,0.055840603,-45.36396719,45.36396719,1.656711028,,167.2254897
Psittaciformes,Psittacidae,Ara militaris,519.5088,1,98,4,0.0046906,31,5,0.6667,-0.176091259,0.031868,-1.496645192,19,2,0.012733,10300000,7.01,nonmigrant,46,1.662757832,1053,3.022428371,,,1,3,50.66061758,1.70467048,8.774592147,8.774592147,0.943226939,,-90.59507755
Passeriformes,Nectariniidae,Arachnothera longirostra,7806.3468,2,1308,10,0.000824753,444,40,0.2439,-0.612783857,0.010126109,-1.994557402,334,24,0.007699436,12200000,7.09,nonmigrant,,,12.225,1.087248868,0.189,-0.723538196,1,1,296.5893573,2.472155563,18.52543672,18.52543672,1.267768455,,99.50814602
Galliformes,Phasianidae,Arborophila ardens,4938.7779,2,1628.66,6,0.001224474,534.34,6,0.8571,-0.06694679,0.003699429,-2.431865303,407,5,0.003949803,13400,4.13,nonmigrant,22.3,1.348304863,268.5,2.42894429,,,1,1,1.131622275,0.053701488,18.861913,18.861913,1.275585737,,109.5096356
Passeriformes,Pycnonotidae,Arizelocichla nigriceps,1160.4789,1,476.67,3,0.0031469,156.33,2,1,0,0.0063966,-2.194050806,117,0,0,768000,5.89,nonmigrant,,,32.875,1.516865761,,,1,1,20.19926519,1.305335571,-1.5941316,1.5941316,0.202524171,,29.49122241
Passeriformes,Passerellidae,Arremon aurantiirostris,5481.4956,2,1547.34,25,0.008569702,516.66,130,0.1908,-0.719331287,0.136682446,-0.864287258,393,76,0.106480072,3290000,6.52,nonmigrant,,,34.5,1.537819095,,,1,2,57.21693414,1.757524583,6.12581798,6.12581798,0.787164088,,-81.18488774
Passeriformes,Passerellidae,Arremon flavirostris,5288.6226,2,982.66,7,0.000837268,331.34,55,0.125,-0.903089987,0.034814752,-1.458236694,253,34,0.032679593,3610000,6.56,nonmigrant,,,26.5,1.423245874,,,,,,,,,,,
Passeriformes,Passerellidae,Arremon franciscanus,1182.4785,1,478.33,0,0,166.67,0,,,0,,133,0,0,75000,4.88,nonmigrant,,,23,1.361727836,,,1,1,4.461616757,0.649492263,-14.975123,14.975123,1.175370398,,-42.61942536
Passeriformes,Passerellidae,Arremon schlegeli,967.5,1,478.33,0,0,166.67,0,,,0,,133,0,0,381000,5.58,nonmigrant,,,27.5,1.439332694,,,1,1,15.49063756,1.190069293,1.486421,1.486421,0.172141832,,-72.00251515
Passeriformes,Passerellidae,Arremon semitorquatus,967.5,1,478.67,0,0,166.33,0,,,0,,133,0,0,472000,5.67,nonmigrant,,,25,1.397940009,,,,,,,,,,,
Passeriformes,Passerellidae,Arremon taciturnus,1182.4785,1,478.67,0,0,166.33,7,,,0.023046,-1.637404442,133,4,0.016291,9910000,7,nonmigrant,,,27,1.431363764,,,1,1,555.7491735,2.744878825,-6.12593299,6.12593299,0.787172242,,-55.36056667
Passeriformes,Artamidae,Artamus cyanopterus,2637.969,1,594.67,1,0.0002102,200.33,18,0.0526,-1.278753601,0.029742,-1.526629831,147,9,0.021259,7450000,6.87,nonmigrant,,,34,1.531478917,,,1,1,364.1611911,2.561293661,-29.288969,29.288969,1.466704084,,139.5155584
Passeriformes,Tyrannidae,Attila spadiceus,3570.3048,1,789.33,4,0.00056306,248.67,10,0.3636,-0.439332694,0.0052042,-2.283646022,186,5,0.0029869,18100000,7.26,nonmigrant,,,37.7,1.57634135,,,1,1,666.0551271,2.823510176,-4.1683879,4.1683879,0.619968127,,-61.90096686
Passeriformes,Furnariidae,Automolus ochrolaemus,4143.9888,1,779,5,0.00089031,250,56,0.0877,-1.056904851,0.061855,-1.208625189,180,28,0.042596,10700000,7.03,nonmigrant,,,38,1.579783597,,,1,1,526.8050702,2.721649946,-3.892536676,3.892536676,0.590232713,,-63.8286632
Passeriformes,Furnariidae,Automolus rubiginosus,2565.15,1,794,4,0.0028787,253,40,0.0976,-1.010723865,0.089215,-1.04956212,183,17,0.051522,9820000,6.99,nonmigrant,,,45.5,1.658011397,,,,,,,,,,,
Coraciiformes,Momotidae,Baryphthengus martii,2609.184,1,718.33,11,0.0061098,241.67,80,0.1358,-0.867092334,0.12897,-0.8895113,177,43,0.091651,6110000,6.79,nonmigrant,,,171,2.23299611,,,1,1,265.8842004,2.424692531,-7.77832472,7.77832472,0.89088607,,-67.62522934
Passeriformes,Parulidae,Basileuterus belli,3076.2954,2,563,5,0.000790941,184,34,0.1429,-0.84509804,0.048512667,-1.314144849,136,18,0.038679779,1030000,6.01,nonmigrant,,,10,1,,,1,1,28.62805204,1.456791798,21.5497688,21.5497688,1.333442615,,-103.6286464
Passeriformes,Parulidae,Basileuterus leucoblepharus,3198.2046,1,530,5,0.00060479,169,26,0.1852,-0.73239376,0.016775,-1.775337471,125,11,0.012326,1930000,6.29,nonmigrant,,,17.5,1.243038049,,,,,,,,,,,
Galliformes,Phasianidae,Bonasa bonasia,2038.4325,1,503.33,1,0.00033113,171.67,13,0.0714,-1.146128036,0.03098,-1.508918587,136,8,0.026849,30700000,7.49,nonmigrant,7.2,0.857332496,366,2.563481085,,,1,1,2396.240059,3.379530324,57.9627234,57.9627234,1.763148783,,85.39729082
Passeriformes,Locustellidae,Bradypterus graueri,12016.16648,3,2053.33,17,0.001294322,694.667,30,0.5484,-0.260912772,0.010782526,-1.967279486,533,22,0.009110527,53300,4.73,nonmigrant,,,17,1.230448921,,,1,2,1.609370587,0.20665606,-2.125466152,2.125466152,0.327454193,,29.03780148
Pelecaniformes,Arderidae,Bubulcus ibis,5158.4568,1,767.67,7,0.00040368,219.33,6,1,0,0.001959,-2.707965564,154,1,0.00012369,355000000,8.55,nonmigrant,23,1.361727836,380,2.579783597,,,1,2,4701.222637,3.672210819,-1.3897738,1.3897738,0.14294412,,22.19303361
Charadriiformes,Burhinidae,Burhinus oedicnemus,4089.0585,2,819.33,25,0.004881683,275.67,18,1.3158,0.119186408,0.009941732,-2.002537948,212,11,0.007500604,27000000,7.43,migrant,17.9,1.252853031,412.5,2.615423953,,,,,,,,,,,
Pelecaniformes,ardeidae,Butorides striata,1439.0595,1,416.33,6,0.0065195,138.67,18,0.3158,-0.500602351,0.042239,-1.374286372,106,9,0.027291,303000000,8.48,migrant,,,192.5,2.284430734,,,1,1,3764.326225,3.575687253,-1.27774832,1.27774832,0.106445319,,22.12459012
Anseriformes,Anatidae,Cairina moschata,4626.9225,1,703.67,2,0.00070323,235.33,7,0.25,-0.602059991,0.0095103,-2.021805783,179,4,0.0063233,22200000,7.35,nonmigrant,,,2140,3.330413773,,,,,,,,,,,
Passeriformes,Calcariidae,Calcarius lapponicus,4823.469,1,852.67,5,0.00034883,281.33,10,0.4545,-0.342422681,0.0054411,-2.264313292,209,5,0.0056742,38900000,7.59,migrant,6,0.77815125,28.75,1.458637849,,,,,,,,,,,
Charadriiformes,Scolopacidae,Calidris alpina,3237.9216,1,479.33,4,0.00022098,153.67,34,0.1143,-0.942008053,0.035041,-1.455423508,114,13,0.022834,51200000,7.71,migrant,28.8,1.459392488,59,1.770852012,,,1,1,7.656341629,0.884021304,58.43284246,58.43284246,1.766657013,,6.475978637
Charadriiformes,Scolopacidae,Calidris maritima,4191.885,1,511.33,4,0.0008801,163.67,11,0.3333,-0.477121255,0.0041856,-2.378242278,118,7,0.0052642,13600000,7.13,migrant,20.8,1.318063335,74.75,1.873611197,,,,,,,,,,,
Charadriiformes,Scolopacidae,Calidris ptilocnemis,4376.8515,1,775,5,0.00032258,254,6,0.7143,-0.146128036,0.0015546,-2.808381337,187,2,0.00078843,4120000,6.61,migrant,7.3,0.86332286,116.25,2.065392962,,,,,,,,,,,
Charadriiformes,Scolopacidae,Calidris temminckii,675,1,502.67,0,0,172.33,3,,,0.017408,-1.759251122,135,2,0.014815,9780000,6.99,migrant,12.9,1.11058971,20.5,1.311753861,,,,,,,,,,,
Caprimulgiformes,Trochilidae,Campylopterus rufus,1962.045,1,1013.7,2,0.0013154,294.33,0,2,0.301029996,0,,213,0,0,46600,4.67,nonmigrant,,,7.9,0.897627091,,,1,1,2.618971124,0.41813071,14.5958528,14.5958528,1.164229475,,-90.70595587
Passeriformes,Troglodytidae,Campylorhynchus brunneicapillus,993.2476104,1,159.33,5,0.0078044,53.667,12,0.3846,-0.414973348,0.054943,-1.260087631,40,7,0.041045,2840000,6.45,nonmigrant,7.3,0.86332286,40.15,1.60368555,,,1,1,171.6241728,2.234578457,29.1329821,29.1329821,1.464384942,,-105.8623084
Passeriformes,Cardinalidae,Cardinalis cardinalis,5876.8446,1,774.33,22,0.0032937,263.67,118,0.1849,-0.733124281,0.061225,-1.213071206,198,71,0.053025,10400000,7.02,nonmigrant,28.5,1.45484486,44.125,1.644684718,0.504,-0.297569464,,,,,,,,32.2,
Passeriformes,Cardinalidae,Carduelis carduelis,2944.989,1,774.33,2,0.00094705,266.67,8,0.2222,-0.653212514,0.012667,-1.897326229,204,2,0.0054466,26600000,7.42,migrant,27,1.431363764,16.75,1.224014811,,,,,,,,,,,
Passeriformes,Cardinalidae,Carduelis chloris,2944.989,1,777,1,0.0002574,264,12,0.0769,-1.113943352,0.013215,-1.878932833,203,6,0.0076628,23500000,7.37,migrant,13.6,1.133538908,25.5,1.40654018,0.47,-0.327902142,,,,,,,,,
Passeriformes,Cardinalidae,Carduelis flavirostris,4423.845,2,1138.33,1,0.000152453,391.67,36,0.027,-1.568201724,0.021117189,-1.675363893,305,26,0.018551486,21400000,7.33,migrant,6.1,0.785329835,16.25,1.210853365,,,,,,,,,,,
Passeriformes,Fringillidae,Carpodacus erythrinus,6038.1123,1,775,11,0.00028746,266,94,0.1158,-0.93633092,0.01672,-1.776763727,193,56,0.014,41700000,7.62,migrant,9,0.954242509,26,1.414973348,0.358,-0.446116973,,,,,,,,,
Passeriformes,Fringillidae,Carpodacus mexicanus,4158.795,1,782,6,0.00057201,259,26,0.2222,-0.653212514,0.011442,-1.941498057,196,14,0.0077683,14400000,7.16,nonmigrant,11.6,1.064457989,22.25,1.347330015,0.31,-0.508638306,,,,,,,,,
Passeriformes,Turdidae,Catharus frantzii,2386.749,1,380,6,0.00085131,130,40,0.1463,-0.834632606,0.036486,-1.437873746,95,23,0.02455,1120000,6.05,nonmigrant,,,30,1.477121255,,,,,,,,,,,
Passeriformes,Turdidae,Catharus fuscescens,3394.6704,1,785.33,0,0,258.67,5,,,0.0030191,-2.520122502,196,1,0.00068027,8320000,6.92,migrant,10.1,1.004321374,34,1.531478917,,,,,,,,,,,
Passeriformes,Turdidae,Catharus guttatus,4802.4288,1,860,5,0.00036389,283,31,0.1563,-0.806179974,0.044263,-1.353959154,212,15,0.029027,20000000,7.3,migrant,10.8,1.033423755,27.5,1.439332694,,,1,1,45.65082911,1.65944867,33.2196868,33.2196868,1.521395534,,-108.4862529
Passeriformes,Turdidae,Catharus minimus,3716.5788,1,862.67,3,0.00046368,280.33,9,0.3,-0.522878745,0.0057075,-2.24355408,211,6,0.0043331,13200000,7.12,migrant,7.3,0.86332286,38,1.579783597,,,,,,,,,,,
Passeriformes,Turdidae,Catharus ustulatus,4497.0744,1,822,3,0.0007606,270,39,0.075,-1.124938737,0.03324,-1.478338985,202,26,0.032981,1480000,6.17,migrant,11,1.041392685,35,1.544068044,,,,,,,,,,,
Passeriformes,Muscicapidae,Cercomela familiaris,562.5,1,287,0,0,88,0,,,0,,64,0,0,21300000,7.33,nonmigrant,,,21,1.322219295,,,,,,,,,,,
Passeriformes,Muscicapidae,Cercotrichas coryphoeus,5174.688,1,683.67,6,0.0013765,228.33,64,0.0923,-1.034762106,0.068039,-1.167242078,167,39,0.053601,1260000,6.1,nonmigrant,,,21.5,1.33243846,,,,,,,,,,,
Passeriformes,Muscicapidae,Cercotrichas signata,4753.8624,1,722,11,0.0065963,256,51,0.2115,-0.674610658,0.072337,-1.140639507,194,32,0.060671,560000,5.75,nonmigrant,,,37,1.568201724,,,,,,,,,,,
Passeriformes,Certhiidae,Certhia americana,6554.9748,1,760.67,31,0.0023844,262.33,88,0.3483,-0.458028313,0.062767,-1.202268628,193,57,0.050053,24600000,7.39,migrant,4.3,0.633468456,8.95,0.951823035,,,1,1,770.250237,2.886631841,46.266537,46.266537,1.665266994,,-102.5241718
Passeriformes,Certhiidae,Certhia familiaris,2944.989,1,772.33,2,0.0014386,268.67,14,0.1333,-0.875061263,0.025972,-1.585494606,210,6,0.01418,35200000,7.55,nonmigrant,8.2,0.913813852,8.9,0.949390007,,,1,1,2099.140067,3.322041418,51.88866732,51.88866732,1.715072517,,74.6088605
